Date,Security Code,ISIN No,Issuer Name,Coupon(%),Maturity Date,LTP,Weighted Average- Price,Weighted Average- Yield,Turnover in Lakhs,No.Of Trades,
31 Mar 2020,826IIFCL28A,INE787H07198,INDIA INFRASTRUCTURE FINANCE COMPANY LIMITED,8.2600,23/08/2028,119.6800,118.0600,5.5100,400.00,6,,,
08 Apr 2020,708IIFC33,INE787H07180,INDIA INFRASTRUCTURE FINANCE COMPANY LTD,7.0800,26/03/2033,112.1757,112.1800,5.7200,1.00,1,,,
30 Apr 2020,686IIFC23,INE787H07164,INDIA INFRASTRUCTURE FINANCE COMPANY LTD,6.8600,26/03/2023,104.6271,103.3300,5.6100,3890.00,14,,,
05 May 2020,740IIFCL33,INE787H07156,INDIA INFRASTRUCTURE FINANCE COMPANY LIMITED,7.4000,22/01/2033,120.2200,117.1300,5.5400,15445.50,57,,,
08 Apr 2020,736IIFC28,INE787H07149,INDIA INFRASTRUCTURE FINANCE COMPANY LIMITED,7.3600,22/01/2028,110.0213,110.7300,5.6300,2000.30,5,,,
14 May 2020,719IIFC23,INE787H07131,INDIA INFRASTRUCTURE FINANCE COMPANY LIMITED,7.1900,22/01/2023,105.2400,104.7800,5.2600,2415.65,12,,,
05 May 2020,741IIFC32,INE787H07123,India Infrastructure Finance Company Limited,7.4100,21/11/2032,120.1179,117.7400,5.4300,2000.00,7,,,
29 Apr 2020,721IIFC22,INE787H07107,India Infrastructure Finance Company Limited,7.2100,21/11/2022,105.0216,104.8100,5.1800,650.00,4,,,
06 Feb 2020,741IIFCL32,INE787H07099,India Infrastructure Finance Company Limited,7.4100,15/11/2032,115.0400,115.0400,5.7100,500.00,1,,,
24 Mar 2020,738IIFC27,INE787H07081,INDIA INFRA FIN CO LTD,7.3800,15/11/2027,111.4126,110.4400,5.6700,2500.00,5,,,
14 Feb 2020,941IIFCL37,INE787H07057,India Infrastructure Finance Company Ltd,9.4100,27/07/2037,114.0000,114.0000,7.8900,10.00,1,,,
08 May 2020,950M&MFSL29,INE774D08MP4,MAHINDRA AND  MAHINDRA FINANCIAL SERVICES LTD,9.5000,18/01/2029,109.5000,107.0500,8.3300,6400.00,8,,,
04 May 2020,980MNM21,INE774D08KV6,MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED,9.8000,25/01/2021,100.1000,99.6000,10.3000,40.00,3,,,
28 May 2020,775M&MFSL30,INE774D07TM8,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD,7.7500,05/03/2030,99.9300,101.0900,7.6100,150.00,3,,,
06 Mar 2020,745MMFSL2024,INE774D07TL0,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD,7.4500,11/12/2024,100.0000,100.0000,7.4600,2000.00,1,,,
19 May 2020,00M&MFSL21A,INE774D07SZ2,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD,0.0000,10/03/2021,111.8590,111.8600,8.0000,60.00,1,,,
29 May 2020,930M&MFSL27,INE774D07SW9,MAHINDRA AND MAHINDRA FINANCIAL SERVICES LTD,9.3000,18/01/2027,102.6700,102.8200,8.7200,1060.00,2,,,
27 Feb 2020,900M&MFSL22,INE774D07SR9,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD,9.0000,30/04/2022,102.2655,102.2700,7.8000,500.00,2,,,
05 Mar 2020,00M&MFSL20N8,INE774D07SN8,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD,0.0000,24/03/2020,111.4061,111.0800,6.8900,5000.00,3,,,
20 Mar 2020,0MNMFSL21,INE774D07RX9,MAHINDRA N MAHINDRA FINANCIAL SERVICES LTD,0.0000,27/05/2021,116.1991,116.2000,8.7500,1500.00,1,,,
13 May 2020,7532MMFSL21,INE774D07RV3,MAHINDRA N MAHINDRA FINANCIAL SERVICES LIMITED,7.5300,29/01/2021,100.3983,100.4000,6.9000,2500.00,1,,,
27 May 2020,1145MECL2030,INE760I07037,MEGHALAYA ENERGY CORPORATION LTD,11.4500,13/02/2030,103.5000,102.5300,11.4900,2350.00,50,,,
17 Mar 2020,1145MECL27AU29,INE760I07029,MEGHALAYA ENERGY CORPORATION LTD,11.4500,27/08/2029,101.0000,102.7600,112.5800,230.00,15,,,
11 May 2020,930LNT2026,INE759E08044,LNT Fincorp LTD,9.3000,23/03/2026,105.1400,105.2800,8.1400,80.00,2,,,
16 Apr 2020,995LNTFL2025,INE759E08028,LNT FINCORP LIMITED,9.9500,20/03/2025,106.6500,106.1500,8.3900,270.00,9,,,
10 Feb 2020,870HDBFSPERP,INE756I08207,HDB FINANCIAL SERVICES LIMITED,8.7000,31/12/9999,103.5170,102.6900,8.1500,50.00,2,,,
26 May 2020,885HFSL29,INE756I08181,HDB FINANCIAL SERVICES LIMITED,8.8500,07/06/2029,107.8000,104.8600,8.0700,5270.00,59,,,
28 May 2020,940HDBFPERP,INE756I08157,HDB FINANCIAL SERVICES LIMITED,9.4000,31/12/9999,105.2733,102.0200,9.0200,740.00,3,,,
29 May 2020,905HDBFS28,INE756I08140,HDB FINANCIAL SERVICES LIMITED,9.0500,27/07/2028,106.5800,106.4000,7.9400,360.00,2,,,
28 May 2020,72871HDBFS23,INE756I07DE5,HDB FINANCIAL SERVICES LIMITED,7.2900,27/07/2023,100.0000,100.0000,7.3000,2500.00,2,,,
20 May 2020,871HFSL21,INE756I07CM0,HDB FINANCIAL SERVICES LIMITED,8.7100,18/02/2021,101.4299,101.3600,6.6800,3500.00,3,,,
20 May 2020,0HDBF22,INE756I07CI8,HDB FINANCIAL SERVICES LIMITED,0.0000,05/04/2022,117.3813,116.9900,7.5100,1590.00,8,,,
07 Apr 2020,0HDBFSL29OCT21,INE756I07CD9,HDB FINANCIAL SERVICES LIMITED,0.0000,29/10/2021,118.6154,116.9000,7.6300,1000.00,2,,,
04 May 2020,881HFSL21,INE756I07BY7,HDB FINANCIAL SERVICES LIMITED,8.8100,07/07/2021,101.4976,101.5200,7.3900,3500.00,2,,,
20 Mar 2020,0HDBFIN21,INE756I07BX9,HDB FINANCIAL SERVICES LIMITED,0.0000,08/06/2021,116.3079,116.3100,8.9000,1500.00,1,,,
14 May 2020,763HFSL20,INE756I07BT7,HDB FINANCIAL SERVICES LIMITED,7.6300,07/12/2020,100.4030,100.4000,7.4900,5000.00,2,,,
